emp_length,homeownership,annual_income,verified_income,debt_to_income,delinq_2y,months_since_last_delinq,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,current_accounts_delinq,total_collection_amount_ever,num_accounts_30d_past_due,account_never_delinq_percent,public_record_bankrupt,loan_purpose,loan_amount,term,interest_rate,installment,loan_grade_status_default,region,pd_score,data_split,PCA1,PCA2,cluster,risk_level
10.0,mortgage,90000.0,not verified,12.23,0.0,39,7.0,22.0,15.0,73471.0,24001.0,0.0,0.0,0.0,90.9,0.0,debt_consolidation,20000,60,21.45,546.15,1.0,unknown,0.6420112944759049,train,0.832464562004612,0.6624473358131308,3,Very High
2.0,rent,33197.0,source verified,8.35,0.0,25,1.0,7.0,6.0,19300.0,9246.0,0.0,0.0,0.0,100.0,0.0,major_purchase,6000,36,9.92,193.38,0.0,unknown,0.3356979717351991,test,-3.176005371901334,0.3446384529112563,0,Low
10.0,mortgage,122000.0,source verified,18.83,0.0,25,6.0,45.0,19.0,346595.0,72213.0,0.0,0.0,0.0,100.0,1.0,debt_consolidation,30000,60,10.9,650.78,0.0,unknown,0.3317442137981164,train,3.8327589371614326,-0.43871801273311267,2,High
5.0,rent,35000.0,verified,25.99,0.0,25,0.0,14.0,12.0,62103.0,51535.0,0.0,0.0,0.0,100.0,0.0,credit_card,5000,36,10.9,163.46,0.0,unknown,0.8091636694175056,train,-1.6948589557086842,-1.4069349435844447,0,Low
5.0,rent,40000.0,not verified,29.07,0.0,51,0.0,14.0,10.0,60930.0,55087.0,0.0,53.0,0.0,92.9,0.0,credit_card,5000,36,13.59,169.9,0.0,unknown,0.3964199949254351,train,-1.734538454610422,-1.3554384137560456,0,Low
5.0,own,55000.0,verified,6.13,0.0,25,2.0,7.0,4.0,18634.0,11521.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,17000,36,10.41,551.83,0.0,unknown,0.5156373463986555,train,-2.007312647454608,1.6988772713746498,0,Low
10.0,mortgage,72500.0,not verified,12.78,0.0,25,1.0,20.0,11.0,259900.0,21926.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,22000,36,6.71,676.39,0.0,unknown,0.15075101887622605,train,0.27126627072956094,0.886131150268755,0,Low
5.0,rent,60000.0,source verified,7.34,0.0,25,3.0,19.0,14.0,60500.0,22657.0,0.0,0.0,0.0,100.0,0.0,credit_card,24000,60,15.04,571.47,0.0,unknown,0.3602898782382989,train,-0.10709538736248264,1.3052081008391323,3,Very High
5.0,rent,75000.0,verified,37.82,0.0,52,3.0,38.0,18.0,132086.0,84943.0,0.0,0.0,0.0,89.5,0.0,debt_consolidation,20000,36,18.06,723.66,1.0,unknown,0.8245134468968696,train,2.034641055335067,-1.5106111890947915,3,Very High
8.0,mortgage,102000.0,source verified,20.28,0.0,25,2.0,40.0,23.0,292083.0,62405.0,0.0,0.0,0.0,100.0,0.0,credit_card,34000,36,9.44,1076.23,0.0,unknown,0.028438113116914555,train,3.536322690047135,0.1848223253621449,2,High
10.0,rent,70000.0,not verified,19.03,0.0,25,0.0,36.0,13.0,88300.0,53137.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,15000,36,7.35,465.57,0.0,unknown,0.11212674410528341,train,0.276491260659443,-0.7610705364441922,0,Low
2.0,mortgage,180000.0,source verified,15.36,0.0,25,5.0,32.0,10.0,527676.9999999995,137891.0,0.0,0.0,0.0,100.0,1.0,credit_card,15000,36,7.97,469.84,0.0,unknown,0.1393789358479683,test,2.986820146421191,-0.783086010041694,2,High
10.0,rent,31942.63,not verified,16.16,0.0,25,1.0,7.0,4.0,21234.0,16958.0,0.0,0.0,0.0,100.0,0.0,credit_card,10000,60,18.45,256.39,1.0,unknown,0.8648452074205482,train,-2.278987082432915,0.8389548498747929,3,Very High
10.0,mortgage,82000.0,not verified,28.49,1.0,12,2.0,35.0,14.0,93208.0,57762.0,0.0,0.0,0.0,93.3,1.0,home_improvement,28000,36,15.05,971.32,0.0,unknown,0.2633866922612239,train,1.9104386983177135,0.04687035162206795,1,Moderate
1.0,rent,28000.0,not verified,21.54,0.0,25,0.0,22.0,7.0,31100.0,15968.0,0.0,0.0,0.0,100.0,0.0,credit_card,5000,36,9.44,160.03,0.0,unknown,0.12479679489203167,train,-2.505103349252059,-0.9933462976729487,0,Low
1.0,own,52000.0,verified,13.71,0.0,25,4.0,18.0,9.0,60823.0,22077.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,10000,36,12.62,335.12,0.0,unknown,0.8732748807067279,train,-1.469044137971808,-0.2301898778033136,0,Low
9.0,own,38000.0,source verified,22.25,0.0,25,0.0,28.0,7.0,40964.0,19326.0,0.0,0.0,0.0,100.0,0.0,home_improvement,5000,36,6.07,152.27,0.0,unknown,0.3233782880971196,train,-1.7961217654195025,-1.1947357393390596,0,Low
8.0,mortgage,60000.0,verified,35.39,0.0,79,5.0,34.0,18.0,241932.0,83274.0,0.0,0.0,0.0,97.1,1.0,home_improvement,5000,36,13.58,169.87,0.0,unknown,0.7511137012992076,test,1.0590974915505091,-3.4620598011870785,3,Very High
3.0,mortgage,85000.0,not verified,26.97,0.0,25,3.0,39.0,23.0,228526.0,81602.0,0.0,742.7999999999993,0.0,100.0,0.0,debt_consolidation,17000,36,6.07,517.72,0.0,unknown,0.09724467920401941,train,2.068871715940979,-2.3013812816872354,2,High
4.0,mortgage,68000.0,verified,25.94,0.0,25,3.0,20.0,13.0,254416.0,46013.0,0.0,60.0,0.0,100.0,0.0,debt_consolidation,16000,60,18.45,410.23,1.0,unknown,0.973287310129112,test,0.6278350087470204,-0.2562457286002823,3,Very High
5.0,mortgage,64000.0,verified,20.44,0.0,68,3.0,35.0,13.0,56200.0,21700.0,0.0,742.7999999999993,0.0,96.6,1.0,debt_consolidation,32000,36,9.93,1031.5,0.0,unknown,0.6223225563189827,train,1.0775451353324677,0.5287926105692817,3,Very High
6.0,mortgage,65000.0,verified,18.82,0.0,47,4.0,35.0,13.0,340300.0,27022.0,0.0,0.0,0.0,88.6,0.0,debt_consolidation,6500,36,10.42,211.03,0.0,unknown,0.3886658235301268,train,0.18026818218298787,-1.6868906050379455,0,Low
5.0,rent,56000.0,not verified,23.53,0.0,39,0.0,12.0,5.0,54100.0,32940.0,0.0,0.0,0.0,75.0,0.0,debt_consolidation,24000,60,9.93,509.11,0.0,unknown,0.641820528232219,test,-1.0121144925337688,1.5494807151707866,3,Very High
10.0,rent,65000.0,verified,9.8,0.0,45,1.0,36.0,10.0,292123.0,140264.39999999988,0.0,0.0,0.0,78.6,0.0,debt_consolidation,24000,60,13.58,553.23,0.0,unknown,0.35592813381167426,train,2.082528393243161,0.47981806866340676,2,High
4.0,rent,92000.0,not verified,24.99,0.0,25,4.0,27.0,6.0,142546.0,96275.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,25450,36,7.97,797.16,0.0,unknown,0.4040578729027477,train,1.2589898859032547,0.41452044477309763,2,High
2.0,rent,40000.0,not verified,15.84,0.0,60,3.0,27.0,15.0,74405.0,26870.0,0.0,0.0,0.0,96.0,0.0,debt_consolidation,18000,36,9.93,580.22,0.0,unknown,0.06914282702122831,train,-0.34347419953043606,-0.3017101951406401,0,Low
1.0,rent,30000.0,not verified,21.4,0.0,58,1.0,11.0,6.0,44932.0,41026.0,0.0,351.0,0.0,81.8,0.0,debt_consolidation,3200,36,18.06,115.79,1.0,unknown,0.5883476992765871,train,-2.7503377093214465,-0.7630948755852427,0,Low
3.0,rent,30000.0,source verified,34.16,0.0,25,0.0,16.0,6.0,81473.0,63494.0,0.0,0.0,0.0,100.0,0.0,credit_card,11250,36,10.41,365.18,0.0,unknown,0.3343103001575039,train,-1.3735794707797488,-0.8609065832746093,0,Low
8.0,mortgage,135000.0,source verified,17.8,0.0,25,4.0,27.0,14.0,373878.0,48203.0,0.0,34.0,0.0,100.0,0.0,debt_consolidation,19200,60,11.98,426.9,0.0,unknown,0.7607220041373433,train,2.0196552319505265,0.1757821851497967,2,High
7.0,rent,85000.0,not verified,9.52,0.0,25,0.0,24.0,6.0,46700.0,9767.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,18000,36,6.07,548.17,0.0,unknown,0.09089564138824324,test,-1.0818884725533138,1.1352065808279392,0,Low
5.882636248415716,own,28000.0,not verified,20.65,0.0,25,0.0,13.0,7.0,20800.0,8330.0,0.0,0.0,0.0,100.0,0.0,car,4000,36,10.42,129.86,0.0,unknown,0.13274113645073343,train,-2.760143524740739,-0.7000092672929937,0,Low
3.0,rent,33000.0,not verified,27.16,0.0,25,1.0,10.0,8.0,41290.0,26298.0,0.0,0.0,0.0,100.0,0.0,credit_card,10000,60,11.98,222.35,0.0,unknown,0.37745222262101025,test,-1.8574066548031152,-0.20943185380486753,0,Low
8.0,mortgage,72000.0,source verified,27.95,0.0,25,3.0,45.0,23.0,384616.0,73199.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,20000,36,13.59,679.58,0.0,unknown,0.1059983154202907,train,3.0668658090542587,-1.8598527435368009,2,High
3.0,mortgage,78000.0,not verified,10.86,0.0,84,5.0,45.0,16.0,97477.0,89055.0,0.0,0.0,0.0,95.5,0.0,credit_card,6025,36,15.05,209.01,0.0,unknown,0.12538819998348913,train,0.7005934396150022,-2.1780843789907407,2,High
10.0,mortgage,43000.0,not verified,11.11,0.0,25,1.0,18.0,9.0,98593.0,20722.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,6400,36,14.07,218.96,0.0,unknown,0.25599609550832975,test,-1.714343896330849,-0.3333493235065703,0,Low
9.0,rent,68000.0,not verified,13.06,0.0,25,0.0,12.0,6.0,44257.0,33488.0,0.0,0.0,0.0,100.0,1.0,debt_consolidation,13000,36,10.91,425.05,0.0,unknown,0.04853637510798254,test,-1.6535935351256876,0.5834430948120285,0,Low
7.0,rent,67400.0,verified,1.83,0.0,25,0.0,7.0,4.0,17000.0,4606.6,0.0,0.0,0.0,100.0,0.0,medical,24000,36,6.72,737.99,0.0,unknown,0.3548834872801145,train,-1.7789391195334858,2.723664589636159,0,Low
3.0,mortgage,85000.0,source verified,20.23,0.0,25,1.0,29.0,17.0,107874.0,49041.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,20000,60,17.47,502.12,1.0,unknown,0.7754027039310813,train,0.9786041327679051,0.06233696243893982,3,Very High
0.0,rent,70000.0,source verified,0.86,0.0,25,0.0,7.0,4.0,17000.0,4606.6,0.0,0.0,0.0,100.0,0.0,other,1000,36,7.97,105.49,0.0,unknown,0.21257713985160542,test,-3.58969770252336,0.7010017164713581,0,Low
10.0,rent,73000.0,not verified,18.99,0.0,25,2.0,23.0,14.0,104181.0,40790.0,0.0,0.0,0.0,100.0,0.0,vacation,5600,36,7.96,175.39,0.0,unknown,0.44528889421825235,train,-0.7342914093655035,-1.4047688532042766,0,Low
1.0,rent,58000.0,source verified,6.62,0.0,25,0.0,25.0,18.0,81599.0,67628.0,0.0,0.0,0.0,100.0,1.0,debt_consolidation,17500,60,15.05,416.79,0.0,unknown,0.6188701434727196,train,0.07483443867314399,0.11568330594008935,3,Very High
1.0,rent,35360.0,verified,10.35,0.0,25,0.0,7.0,5.0,20800.0,13058.0,0.0,0.0,0.0,100.0,0.0,other,15000,36,13.58,509.61,0.0,unknown,0.4953851907635569,train,-2.533463424435218,1.3454311948230164,0,Low
10.0,mortgage,87000.0,not verified,19.67,0.0,25,0.0,22.0,9.0,426217.0,33491.0,0.0,160.0,0.0,95.5,0.0,debt_consolidation,4800,36,9.44,153.63,0.0,unknown,0.1155557259075014,test,-0.3353513872377084,-0.9853767682485366,0,Low
0.0,mortgage,150000.0,verified,39.1,0.0,58,5.0,36.0,12.0,527676.9999999995,140264.39999999988,0.0,0.0,0.0,91.7,0.0,debt_consolidation,25000,60,21.45,818.85,1.0,unknown,0.9327474810585532,train,4.575501878587798,-0.3847971782537459,2,High
10.0,mortgage,92000.0,verified,20.41,0.0,26,7.0,38.0,20.0,337480.0,73682.0,0.0,0.0,0.0,81.6,0.0,debt_consolidation,36000,36,9.43,1076.23,0.0,unknown,0.5431871093322815,train,3.8652527731635047,0.2012322034585174,2,High
3.0,mortgage,100000.0,verified,26.82,0.0,25,3.0,41.0,23.0,329954.0,132363.0,0.0,0.0,0.0,100.0,0.0,credit_card,30000,36,6.07,913.61,0.0,unknown,0.11232597239370276,train,4.08702076175015,-1.1164765678656314,2,High
10.0,mortgage,65000.0,not verified,15.73,1.0,18,0.0,16.0,8.0,187987.0,35722.0,0.0,0.0,0.0,75.0,0.0,credit_card,15000,60,17.09,373.52,1.0,unknown,0.6297922499778653,train,-0.5263052447135939,0.9251176518882166,1,Moderate
7.0,rent,166088.0,not verified,8.51,0.0,25,3.0,11.0,6.0,129010.0,49468.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,25000,36,7.35,775.94,0.0,unknown,0.03230739270813938,train,0.5493815857292013,2.3169833569105105,2,High
8.0,rent,100000.0,not verified,17.39,0.0,25,0.0,13.0,9.0,85440.0,70391.0,0.0,0.0,0.0,92.3,0.0,debt_consolidation,20000,60,17.09,498.02,1.0,unknown,0.6430205921916405,train,0.1074378541837239,1.318197207513853,3,Very High
10.0,mortgage,103000.0,not verified,27.48,0.0,43,1.0,45.0,19.0,309251.0,100307.0,0.0,96.0,0.0,96.9,0.0,debt_consolidation,24000,36,21.45,909.76,1.0,unknown,0.0797805558484366,train,3.5233585521104867,-0.7774406603419474,2,High
5.0,mortgage,32000.0,not verified,36.38,0.0,25,5.0,20.0,12.0,187795.0,52349.0,0.0,0.0,0.0,100.0,0.0,other,3500,36,11.99,116.24,0.0,unknown,0.20416467369651198,train,-0.7183937006103774,-2.6128266699263403,0,Low
5.0,rent,60000.0,not verified,25.54,0.0,25,3.0,34.0,7.0,75617.0,46382.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,6000,36,7.34,186.2,0.0,unknown,0.3151087782622811,train,-0.8693454729922008,-1.6661876366098005,0,Low
10.0,rent,54000.0,verified,16.87,0.0,49,3.0,26.0,22.0,58200.0,17528.0,0.0,373.0,0.0,96.2,1.0,home_improvement,20000,60,17.09,498.02,1.0,unknown,0.8305817112662689,train,0.5509005721483082,-0.48880307077451496,3,Very High
10.0,mortgage,37000.0,verified,3.7,0.0,25,1.0,7.0,4.0,17000.0,4606.6,0.0,0.0,0.0,100.0,0.0,debt_consolidation,16000,60,17.09,398.42,1.0,unknown,0.8266794772784652,train,-2.061379156829172,2.042318607555886,3,Very High
10.0,own,103000.0,not verified,13.72,0.0,25,5.0,10.0,5.0,59085.0,47278.0,0.0,120.0,0.0,100.0,0.0,home_improvement,8000,36,18.06,289.47,1.0,unknown,0.5813648555154349,train,-1.0897064134849401,0.19881199165414562,0,Low
2.0,rent,46000.0,not verified,20.61,0.0,25,0.0,12.0,12.0,46022.0,33403.0,0.0,0.0,0.0,100.0,0.0,credit_card,4800,36,14.08,164.24,0.0,unknown,0.2281588166361792,test,-2.1072913424157895,-0.9258449160050853,0,Low
3.0,own,30000.0,verified,3.56,1.0,18,0.0,17.0,8.0,17000.0,4606.6,0.0,0.0,0.0,82.4,0.0,other,20000,36,7.96,626.36,0.0,unknown,0.2965937635260995,train,-1.8304091177536195,1.5788496608977083,1,Moderate
2.0,mortgage,150000.0,source verified,17.96,0.0,25,1.0,33.0,17.0,418643.0,81282.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,40000,36,11.99,1076.23,0.0,unknown,0.3478924030782456,train,3.805127151021561,1.486298971023328,2,High
3.0,rent,30000.0,not verified,16.12,0.0,25,0.0,7.0,4.0,24427.0,15442.0,0.0,0.0,0.0,100.0,0.0,credit_card,5000,36,7.97,156.62,0.0,unknown,0.048094958083008545,train,-3.257027573676232,-0.061134251943408324,0,Low
10.0,rent,92000.0,source verified,13.08,0.0,25,0.0,10.0,4.0,29200.0,22448.0,0.0,0.0,0.0,100.0,1.0,credit_card,8000,36,12.61,268.06,0.0,unknown,0.3711601505112048,train,-2.1431484652838173,0.4996139028734699,0,Low
10.0,rent,130000.0,source verified,13.89,1.0,19,2.0,21.0,5.0,98371.0,79725.0,0.0,0.0,0.0,95.2,0.0,debt_consolidation,40000,60,16.01,972.94,0.0,unknown,0.7984880854207967,test,2.041742235857222,3.2048761968312687,3,Very High
3.0,rent,74000.0,verified,12.96,0.0,25,1.0,8.0,6.0,47663.0,24212.0,0.0,0.0,0.0,100.0,1.0,other,22000,36,13.58,747.43,0.0,unknown,0.7625111042927755,train,-1.2593320183201295,1.7302491450912891,3,Very High
2.0,mortgage,80400.0,source verified,11.28,0.0,25,1.0,11.0,10.0,265661.0,38474.0,0.0,0.0,0.0,100.0,1.0,credit_card,12000,60,10.41,257.4,0.0,unknown,0.3680858655886856,test,-0.7311734154780354,0.42005094929052794,0,Low
3.0,rent,40000.0,not verified,21.57,0.0,28,1.0,7.0,5.0,28195.0,15937.0,0.0,0.0,0.0,75.0,0.0,credit_card,10000,36,13.59,339.79,0.0,unknown,0.6185626211355367,test,-2.6405867059752666,0.35631625003230444,0,Low
10.0,rent,50000.0,source verified,10.73,1.0,5,2.0,12.0,8.0,32739.0,16235.0,0.0,0.0,0.0,91.7,0.0,other,4800,36,18.45,174.62,1.0,unknown,0.29634532629456245,train,-2.261883672854734,-0.03836605985015027,1,Moderate
5.0,rent,76000.0,source verified,17.79,0.0,65,0.0,25.0,15.0,47336.0,18269.0,0.0,742.7999999999993,0.0,95.7,0.0,other,4300,36,12.62,144.1,0.0,unknown,0.4919114013222188,train,-1.4575416135034556,-1.4061049569065291,0,Low
7.0,rent,55000.0,source verified,17.76,0.0,61,7.0,24.0,14.0,76805.0,31810.0,0.0,0.0,0.0,100.0,1.0,major_purchase,36000,36,7.97,1076.23,0.0,unknown,0.28531135630571997,train,1.3021905341971753,1.025691359084897,2,High
2.0,mortgage,118000.0,not verified,13.95,0.0,25,3.0,45.0,20.0,523500.0,27254.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,10000,36,6.07,301.15,0.0,unknown,0.0037678587044491147,train,1.8849040525894492,-1.810992590976519,2,High
5.882636248415716,mortgage,30457.0,verified,29.2,0.0,25,5.0,45.0,17.0,81042.0,10628.0,0.0,0.0,0.0,100.0,1.0,credit_card,1100,36,11.99,105.49,0.0,unknown,0.7751248922170076,train,-0.4798833099979261,-3.5389470395026676,3,Very High
5.0,mortgage,117000.0,source verified,0.42,0.0,25,1.0,13.0,8.0,31900.0,4606.6,0.0,0.0,0.0,100.0,1.0,home_improvement,40000,36,9.44,1076.23,0.0,unknown,0.049715922974263985,train,0.13904003855982758,3.6818287780674974,0,Low
1.0,mortgage,113000.0,source verified,6.06,1.0,21,3.0,29.0,6.0,237948.0,16960.0,0.0,0.0,0.0,75.9,0.0,home_improvement,20000,36,6.07,609.08,0.0,unknown,0.05603542859405996,train,0.0272275773514667,1.3372778526763904,1,Moderate
5.0,mortgage,180000.0,source verified,10.72,1.0,9,2.0,15.0,7.0,367843.0,31734.0,0.0,0.0,0.0,75.0,0.0,other,4000,36,11.99,132.84,0.0,unknown,0.29612207504736493,train,-0.3035272168292845,0.338186113561165,1,Moderate
10.0,rent,51900.0,not verified,11.01,0.0,25,6.0,17.0,10.0,48550.0,36487.0,0.0,0.0,0.0,100.0,1.0,major_purchase,12500,60,21.45,365.8,1.0,unknown,0.8352903088728958,train,-0.6617357440367921,0.16384967585885518,3,Very High
5.0,mortgage,85000.0,not verified,10.51,0.0,25,3.0,22.0,10.0,229997.0,37030.0,0.0,0.0,0.0,95.5,0.0,debt_consolidation,20000,60,12.61,451.08,0.0,unknown,0.38067618027846445,train,0.3935796981619082,0.9413975781149642,3,Very High
0.0,rent,57000.0,source verified,5.31,0.0,25,1.0,20.0,4.0,17000.0,7103.0,0.0,0.0,0.0,100.0,0.0,medical,7000,36,6.71,215.22,0.0,unknown,0.19648394003453534,train,-2.736766039660709,0.3750235323006434,0,Low
8.0,rent,120000.0,source verified,16.9,0.0,25,1.0,18.0,7.0,58389.0,41775.0,0.0,0.0,0.0,100.0,0.0,other,15000,36,17.09,535.47,1.0,unknown,0.5838648010239574,train,-0.4323489468603411,0.8723999232342392,3,Very High
7.0,rent,95000.0,not verified,9.46,1.0,17,2.0,36.0,14.0,60070.0,31286.0,0.0,0.0,0.0,83.3,0.0,debt_consolidation,7200,36,10.42,233.75,0.0,unknown,0.39218739700278943,test,-0.40917666436654676,-0.8891466157306451,1,Moderate
5.882636248415716,own,50000.0,not verified,9.84,0.0,25,0.0,7.0,6.0,34700.0,15697.0,0.0,0.0,0.0,100.0,0.0,credit_card,20000,36,6.72,614.99,0.0,unknown,0.3334595568762034,train,-1.7761923299232152,1.6105294418569482,0,Low
2.0,rent,71000.0,not verified,22.5,0.0,25,1.0,23.0,17.0,90500.0,50320.0,0.0,0.0,0.0,100.0,0.0,credit_card,7000,36,7.35,217.27,0.0,unknown,0.08816803927132887,train,-0.6638025537490941,-1.6483432188605227,0,Low
10.0,mortgage,80000.0,source verified,16.42,0.0,25,1.0,14.0,9.0,225355.0,28864.0,0.0,0.0,0.0,100.0,1.0,debt_consolidation,22000,60,14.08,512.82,0.0,unknown,0.7137401805648755,train,0.14117340280043963,1.197995579807924,3,Very High
10.0,mortgage,120000.0,verified,20.48,0.0,32,1.0,27.0,16.0,309246.0,55495.0,0.0,0.0,0.0,92.6,0.0,debt_consolidation,35000,60,10.42,750.91,0.0,unknown,0.30967369578703974,train,2.7602199605489233,1.3020423407539832,2,High
4.0,mortgage,68274.0,source verified,17.05,1.0,16,6.0,19.0,13.0,150443.0,41535.0,0.0,0.0,0.0,77.8,0.0,home_improvement,24000,60,21.45,757.72,1.0,unknown,0.7898704607522213,train,0.9766546090078101,1.1916941457454657,1,Moderate
10.0,rent,72000.0,not verified,24.67,0.0,25,1.0,36.0,22.0,125862.0,38490.0,0.0,0.0,0.0,100.0,1.0,debt_consolidation,25000,36,7.34,775.82,0.0,unknown,0.17032141422744265,train,1.6380785250712244,-0.8410617008978469,2,High
7.0,rent,40000.0,source verified,8.4,0.0,25,0.0,11.0,6.0,42600.0,15787.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,4000,36,6.07,120.45,0.0,unknown,0.04573734932495998,test,-2.8959543976943793,0.015667370891570075,0,Low
1.0,mortgage,142000.0,source verified,14.92,0.0,32,7.0,23.0,15.0,527676.9999999995,65221.0,0.0,0.0,0.0,95.7,0.0,debt_consolidation,8000,36,11.98,265.64,0.0,unknown,0.2975912874144193,train,1.6037188890073624,-1.153822411548314,2,High
2.0,rent,50000.0,source verified,14.19,1.0,18,0.0,8.0,6.0,31318.0,8549.0,0.0,244.0,0.0,75.0,0.0,other,9600,36,10.91,313.89,0.0,unknown,0.6497758100612879,train,-2.772110396479619,0.6631860398479338,1,Moderate
3.0,rent,54000.0,not verified,20.69,0.0,25,0.0,31.0,23.0,91976.0,64803.0,0.0,0.0,0.0,100.0,1.0,debt_consolidation,6500,36,6.08,197.98,0.0,unknown,0.2694597719503491,train,-0.1426691012119413,-2.558839224575271,0,Low
5.882636248415716,rent,38000.0,verified,11.28,0.0,25,0.0,7.0,6.0,18414.0,10959.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,3000,36,13.59,105.49,0.0,unknown,0.7120717453839235,train,-3.1606362554294654,0.032611191330188825,0,Low
5.882636248415716,rent,28000.0,verified,39.08,0.0,25,1.0,35.0,15.0,27500.0,7923.0,0.0,0.0,0.0,100.0,1.0,debt_consolidation,8000,36,16.01,281.3,0.0,unknown,0.6484254308656681,test,-0.8485572499690066,-2.498877119073772,3,Very High
2.0,mortgage,100000.0,source verified,11.58,1.0,21,1.0,32.0,16.0,367303.0,68059.0,0.0,742.7999999999993,0.0,95.5,0.0,debt_consolidation,10000,36,15.05,346.9,0.0,unknown,0.2086682203669041,train,0.9280076752754085,-1.0852226180029805,1,Moderate
10.0,mortgage,92500.0,verified,9.8,0.0,33,4.0,29.0,8.0,50815.0,25438.0,0.0,0.0,0.0,75.0,1.0,debt_consolidation,35000,60,21.45,1043.99,1.0,unknown,0.8227279236594757,train,1.3324289433498917,2.718966948062236,3,Very High
10.0,rent,65000.0,verified,11.84,0.0,36,2.0,30.0,14.0,52602.0,23408.0,0.0,0.0,0.0,75.0,0.0,major_purchase,35000,36,14.08,1076.23,0.0,unknown,0.5778932489761806,train,1.0229366214570592,1.8809456461985885,3,Very High
10.0,rent,40000.0,not verified,17.67,1.0,23,1.0,12.0,9.0,38819.0,25519.0,0.0,0.0,0.0,75.0,0.0,debt_consolidation,7000,36,9.43,224.01,0.0,unknown,0.4143537413793854,train,-2.0772436645512857,-0.30203963712557974,1,Moderate
5.882636248415716,mortgage,59000.0,not verified,20.74,1.0,15,0.0,13.0,8.0,195327.0,34698.0,0.0,0.0,0.0,75.0,0.0,debt_consolidation,10500,36,9.43,336.01,0.0,unknown,0.4545183785954178,train,-1.247865545516671,0.004303449716376716,1,Moderate
10.0,mortgage,75000.0,verified,10.27,0.0,49,4.0,22.0,12.0,181225.0,40833.0,0.0,0.0,0.0,86.4,0.0,small_business,28000,60,9.43,587.1,0.0,unknown,0.7365244733625491,test,0.9714116320050654,1.2959839245577947,3,Very High
10.0,mortgage,64000.0,source verified,21.85,0.0,25,1.0,32.0,12.0,57059.0,39327.0,0.0,0.0,0.0,97.0,1.0,home_improvement,15000,60,11.99,333.6,0.0,unknown,0.894179292378653,train,0.0847686999564198,-0.5705202575753551,3,Very High
10.0,mortgage,62000.0,source verified,16.9,0.0,36,0.0,18.0,12.0,149627.0,32471.0,0.0,0.0,0.0,88.9,0.0,debt_consolidation,15000,36,10.41,486.91,0.0,unknown,0.3153697424743771,train,-0.4959983083158203,0.19211699878667773,0,Low
4.0,mortgage,40000.0,source verified,21.42,0.0,30,2.0,14.0,8.0,33662.0,10740.0,0.0,111.0,0.0,92.9,1.0,credit_card,6500,36,11.99,215.87,0.0,unknown,0.3021212970423808,train,-2.305123437623943,-0.8126357808826857,0,Low
10.0,mortgage,175000.0,source verified,30.74,0.0,25,0.0,45.0,23.0,527676.9999999995,140264.39999999988,0.0,0.0,0.0,100.0,0.0,other,35000,36,7.34,1076.23,0.0,unknown,0.07117682275513178,train,5.908651821943855,-0.36285817993744995,2,High
2.0,rent,90000.0,source verified,19.23,1.0,11,1.0,23.0,14.0,62308.0,25827.0,0.0,58.0,0.0,75.0,0.0,credit_card,15000,36,16.02,527.51,0.0,unknown,0.4467175302502705,test,-0.45726062678657997,0.12646566187164726,1,Moderate
2.0,rent,83000.0,source verified,11.34,1.0,21,4.0,14.0,9.0,50039.0,26597.0,0.0,68.0,0.0,92.3,0.0,credit_card,11000,36,10.91,359.66,0.0,unknown,0.3711348363186944,train,-1.3603428382714347,0.2428868183489559,1,Moderate
10.0,mortgage,70000.0,verified,23.14,1.0,5,0.0,13.0,8.0,53351.0,30456.0,0.0,0.0,0.0,75.0,0.0,other,30000,60,21.45,826.02,1.0,unknown,0.8990479617037628,train,0.23694186441912907,2.347581227156335,1,Moderate
0.0,rent,32000.0,source verified,27.01,0.0,79,3.0,14.0,8.0,47697.0,37507.0,0.0,0.0,0.0,100.0,0.0,moving,7500,36,18.45,272.84,1.0,unknown,0.8343467138269275,test,-1.8577603939046894,-0.8775841918448565,3,Very High
10.0,mortgage,180000.0,source verified,10.91,0.0,25,3.0,26.0,16.0,321170.0,72323.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,21000,60,17.09,522.93,1.0,unknown,0.4139583293857286,test,2.7228998427296704,0.8895927729590731,2,High
10.0,own,35000.0,source verified,9.98,0.0,25,0.0,7.0,5.0,23857.0,7761.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,9800,36,13.59,333.0,0.0,unknown,0.19857718403550184,test,-2.5878587592001043,0.8592912168829122,0,Low
